Data_Year,Age_Group,Specimen_ID,Resistance_Pattern,AMI_Concl,AMP_Concl,ATM_Concl,AUG_Concl,AXO_Concl,AZM_Concl,CAZ_Concl,CCV_Concl,CEP_Concl,CEQ_Concl,CHL_Concl,CIP_Concl,CLI_Concl,COT_Concl,CTC_Concl,CTX_Concl,ERY_Concl,FEP_Concl,FFN_Concl,FIS_Concl,FOX_Concl,GEN_Concl,IMI_Concl,KAN_Concl,NAL_Concl,PTZ_Concl,SMX_Concl,STR_Concl,TEL_Concl,TET_Concl,TIO_Concl
2015,0-4,11,4,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,3,0,0,1,0,2,0
2015,10-19,14,9,0,4,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,3,0,0,0,0,4,0,0,3,0,3,0
2015,20-29,18,10,0,5,0,1,1,0,0,0,0,0,2,1,0,2,0,0,0,0,0,5,1,0,0,0,7,0,0,6,0,5,1
2015,30-39,16,8,0,5,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,5,1,0,0,0,2,0,0,4,0,6,1
2015,40-49,15,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0
2015,5-9,11,5,0,2,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,4,0,0,0,0,2,0,0,4,0,3,0
2015,50-59,19,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,2,0,2,0
2015,60-69,11,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0
2015,70-79,11,6,0,4,1,2,2,0,1,0,0,0,1,0,0,1,0,2,0,0,0,5,2,0,0,0,2,0,0,4,0,4,2
2015,80+,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
